Species	RSD	ANI	Reads	Sample
Pseudomonas argentinensis	0.4948784375799688	87.02692307692308	52	CRF1D68
Pseudomonas arsenicoxydans	2.1081851067789192	77.42699999999999	2	CRF1D68
Pseudomonas asiatica	1.355261854357877	86.41542857142858	7	CRF1D68
Pseudomonas asplenii	1.8856180831641267	76.9159	10	CRF1D68
Pseudomonas asturiensis	1.1761037176408067	74.11785714285715	7	CRF1D68
Pseudomonas avellanae	1.699673171197595	72.5754	5	CRF1D68
Pseudomonas azotifigens	0.7620394746672081	76.29162962962963	27	CRF1D68
Pseudomonas azotoformans	1.405456737852613	78.56383333333333	6	CRF1D68
Pseudomonas baetica	1.2909944487358054	80.17775	4	CRF1D68
Pseudomonas balearica	1.1653431646335017	85.80133333333333	6	CRF1D68
Pseudomonas batumici	1.4296488196754653	81.12688888888889	9	CRF1D68
Pseudomonas bauzanensis	1.222783260682902	76.89066666666668	9	CRF1D68
Pseudomonas benzenivorans	1.1697126706435625	79.98154545454545	11	CRF1D68
Pseudomonas bohemica	0.843685697138191	75.535375	16	CRF1D68
Pseudomonas borbori	0.9460770203292446	77.32183333333333	12	CRF1D68
Pseudomonas brassicacearum	2.249828525701843	72.89033333333333	3	CRF1D68
Pseudomonas brenneri	2.1081851067789192	79.8075	2	CRF1D68
Pseudomonas caeni	1.6573815433529222	75.05366666666667	12	CRF1D68
Pseudomonas canadensis	3.162277660168379	80.069	1	CRF1D68
Pseudomonas cannabina	1.9720265943665387	73.25319999999999	20	CRF1D68
Pseudomonas capeferrum	1.0288411614225066	81.75923076923077	13	CRF1D68
Pseudomonas caricapapayae	3.162277660168379	72.523	1	CRF1D68
Pseudomonas caspiana	1.1486707293408518	74.285875	8	CRF1D68
Pseudomonas cedrina subsp. cedrina	1.8446619684315546	87.377625	8	CRF1D68
Pseudomonas cerasi	2.160246899469287	75.5393	10	CRF1D68
Pseudomonas chengduensis	0.5580489988532434	87.39123529411765	17	CRF1D68
Pseudomonas chlororaphis subsp. aurantiaca	1.0540925533894598	78.2086	5	CRF1D68
Pseudomonas chlororaphis subsp. aureofaciens	1.1761037176408067	80.22785714285715	7	CRF1D68
Pseudomonas chlororaphis subsp. chlororaphis	1.6101529717988265	77.31266666666667	3	CRF1D68
Pseudomonas chlororaphis subsp. piscium	1.4142135623730951	77.7342	5	CRF1D68
Pseudomonas cichorii	0.6573421981221796	76.61833333333334	12	CRF1D68
Pseudomonas citronellolis	0.8936504412303006	78.49125000000001	16	CRF1D68
Pseudomonas coleopterorum	1.6932043630611053	78.01655555555556	9	CRF1D68
Pseudomonas composti	0.575014835239811	88.63838235294118	34	CRF1D68
Pseudomonas congelans	1.7480147469502523	73.31475	4	CRF1D68
Pseudomonas corrugata	1.699673171197595	72.9308	5	CRF1D68
Pseudomonas costantinii	1.4142135623730951	77.385	5	CRF1D68
Pseudomonas cremoricolorata	1.7480147469502523	77.0295	4	CRF1D68
Pseudomonas cuatrocienegasensis	1.0243938285880987	77.35841666666667	12	CRF1D68
Pseudomonas deceptionensis	1.5133570078162575	77.02128571428571	7	CRF1D68
Pseudomonas delhiensis	1.330243333042072	74.80122222222222	9	CRF1D68
Pseudomonas donghuensis	1.247219128924647	82.28	10	CRF1D68
Pseudomonas endophytica	1.2909944487358054	77.43475000000001	4	CRF1D68
Pseudomonas entomophila	1.245745744914816	86.73318181818182	11	CRF1D68
Pseudomonas extremaustralis	1.2909944487358054	70.980375	8	CRF1D68
Pseudomonas extremorientalis	2.1081851067789192	82.3665	2	CRF1D68
Pseudomonas ficuserectae	1.699673171197595	75.03840000000001	5	CRF1D68
Pseudomonas flavescens	0.3778822361207497	82.99349056603774	53	CRF1D68
Pseudomonas flexibilis	1.405456737852613	79.574	6	CRF1D68
Pseudomonas floridensis	2.1666444857351013	71.85670588235294	17	CRF1D68
Pseudomonas fluvialis	3.162277660168379	75.41	1	CRF1D68
Pseudomonas formosensis	1.1761037176408067	77.03871428571429	7	CRF1D68
Pseudomonas fragi	1.7480147469502523	74.06375	4	CRF1D68
Pseudomonas frederiksbergensis	1.7480147469502523	75.2935	4	CRF1D68
Pseudomonas fulva	0.7678340712665286	87.96764285714286	14	CRF1D68
Pseudomonas furukawaii	0.28414464208214585	78.93405882352941	17	CRF1D68
Pseudomonas fuscovaginae	1.7480147469502523	76.946	4	CRF1D68
Pseudomonas gallaeciensis	1.3333333333333333	78.4912	10	CRF1D68
Pseudomonas gingeri	1.7480147469502523	79.77525	4	CRF1D68
Pseudomonas graminis	1.6101529717988265	76.31533333333333	3	CRF1D68
Pseudomonas granadensis	1.2909944487358054	72.2485	4	CRF1D68
Pseudomonas grimontii	1.2909944487358054	75.741	4	CRF1D68
Pseudomonas guangdongensis	1.1653431646335017	78.6705	6	CRF1D68
Pseudomonas guariconensis	1.4142135623730951	76.933	5	CRF1D68
Pseudomonas guguanensis	0.6587298758289809	83.00565384615385	26	CRF1D68
Pseudomonas guineae	1.7916128329552332	76.63	6	CRF1D68
Pseudomonas helleri	1.4142135623730951	74.0278	5	CRF1D68
Pseudomonas helmanticensis	1.9436506316151	74.9794	5	CRF1D68
Pseudomonas humi	0.5737753105492469	75.437	18	CRF1D68
Pseudomonas hunanensis	0.9035079029052513	86.61328571428571	14	CRF1D68
Pseudomonas hussainii	1.405456737852613	74.1375	6	CRF1D68
Pseudomonas indica	0.47353758381512057	78.7392380952381	21	CRF1D68
Pseudomonas indoloxydans	1.097134314340639	83.1115	12	CRF1D68
Pseudomonas inefficax	0.8198497637473576	80.63772222222222	18	CRF1D68
Pseudomonas japonica	0.7867608881466227	82.7660588235294	17	CRF1D68
Pseudomonas jessenii	2.1081851067789192	82.747	2	CRF1D68
Pseudomonas jinjuensis	1.8038758976072202	75.34239285714285	28	CRF1D68
Pseudomonas kairouanensis	1.1486707293408518	76.843875	8	CRF1D68
Pseudomonas kilonensis	1.7480147469502523	76.2475	4	CRF1D68
Pseudomonas knackmussii	1.4142135623730951	78.32300000000001	5	CRF1D68
Pseudomonas koreensis	2.1081851067789192	80.514	2	CRF1D68
Pseudomonas kribbensis	1.6101529717988265	74.6198888888889	9	CRF1D68
Pseudomonas kunmingensis	1.6101529717988265	70.61366666666667	3	CRF1D68
Pseudomonas kuykendallii	1.0704360482220938	76.8573125	16	CRF1D68
Pseudomonas lactis	3.0328067308463074	71.4937125	80	CRF1D68
Pseudomonas laurylsulfatiphila	2.1081851067789192	67.5475	2	CRF1D68
Pseudomonas laurylsulfativorans	0.8606629658238704	78.69283333333333	6	CRF1D68
Pseudomonas lini	1.7480147469502523	77.36525	4	CRF1D68
Pseudomonas linyingensis	1.5865077379959698	78.11792857142858	14	CRF1D68
Pseudomonas litoralis	1.2909944487358054	74.49249999999999	8	CRF1D68
Pseudomonas lundensis	1.2909944487358054	77.4685	4	CRF1D68
Pseudomonas lurida	1.405456737852613	82.54083333333334	6	CRF1D68
Pseudomonas lutea	1.7480147469502523	76.7825	4	CRF1D68
Pseudomonas luteola	1.9436506316151	78.7196	5	CRF1D68
Pseudomonas mandelii	1.1653431646335017	75.24633333333334	6	CRF1D68
Pseudomonas marginalis	3.162277660168379	84.848	1	CRF1D68
Pseudomonas marincola	1.6101529717988265	84.69766666666666	3	CRF1D68
Pseudomonas massiliensis	1.6101529717988265	73.70066666666666	3	CRF1D68
Pseudomonas mediterranea	2.1489661597046044	90.32675	16	CRF1D68
Pseudomonas meliae	2.249828525701843	69.48	3	CRF1D68
Pseudomonas mendocina	0.4528588236658565	84.22936363636363	33	CRF1D68
Pseudomonas migulae	3.162277660168379	85.714	1	CRF1D68
Pseudomonas mohnii	2.1081851067789192	81.537	2	CRF1D68
Pseudomonas monteilii	0.837950173833242	88.82791666666667	24	CRF1D68
Pseudomonas moorei	3.162277660168379	76.471	1	CRF1D68
Pseudomonas moraviensis	1.7480147469502523	77.45224999999999	4	CRF1D68
Pseudomonas mosselii	0.7905694150420948	82.59975	8	CRF1D68
Pseudomonas mucidolens	2.1081851067789192	71.7955	2	CRF1D68
Pseudomonas nabeulensis	1.5634719199411433	75.645	10	CRF1D68
Pseudomonas nitroreducens	0.6478835438717	78.463	15	CRF1D68
Pseudomonas oceani	1.1486707293408518	80.39125	8	CRF1D68
Pseudomonas oleovorans subsp. lubricantis	1.1495647062287127	80.94092307692308	13	CRF1D68
Pseudomonas oleovorans subsp. oleovorans	1.452740048637466	79.3623076923077	13	CRF1D68
Pseudomonas orientalis	1.7480147469502523	69.07900000000001	4	CRF1D68
Pseudomonas oryzae	1.1761037176408067	80.60542857142858	7	CRF1D68
Pseudomonas oryzihabitans	0.6525334854315703	82.73395238095237	21	CRF1D68
Pseudomonas otitidis	0.9099159635010484	77.46136842105263	19	CRF1D68
Pseudomonas pachastrellae	1.8257418583505538	72.09	10	CRF1D68
Pseudomonas panacis	1.4142135623730951	78.24380000000001	5	CRF1D68
Pseudomonas panipatensis	0.8790788929984273	75.95194117647058	17	CRF1D68
Pseudomonas parafulva	0.9728833730787924	78.429	9	CRF1D68
Pseudomonas paralactis	2.249828525701843	83.576	3	CRF1D68
Pseudomonas pelagia	1.1697126706435625	75.92654545454546	11	CRF1D68
Pseudomonas peli	0.9642122253007899	71.80014285714286	7	CRF1D68
Pseudomonas plecoglossicida	0.6332866171912035	87.12938461538461	13	CRF1D68
Pseudomonas poae	2.1081851067789192	69.23949999999999	2	CRF1D68
Pseudomonas pohangensis	0.838419850555191	78.40164285714286	14	CRF1D68
Pseudomonas prosekii	2.160246899469287	73.5662	10	CRF1D68
Pseudomonas protegens	0.9860132971832694	72.757375	8	CRF1D68
Pseudomonas psychrophila	1.2909944487358054	80.6085	4	CRF1D68
Pseudomonas psychrotolerans	0.9369711585684086	86.21572222222223	18	CRF1D68
Pseudomonas punonensis	0.7362738570791603	86.86270588235294	17	CRF1D68
Pseudomonas putida	1.1486707293408518	86.133125	8	CRF1D68
Pseudomonas reidholzensis	1.079408845984747	81.13754166666666	24	CRF1D68
Pseudomonas reinekei	1.7916128329552332	78.038	6	CRF1D68
Pseudomonas resinovorans	0.8606629658238704	76.10866666666666	12	CRF1D68
Pseudomonas rhizosphaerae	1.1761037176408067	77.33814285714286	7	CRF1D68
Pseudomonas rhodesiae	3.162277660168379	71.556	1	CRF1D68
Pseudomonas sabulinigri	1.405456737852613	82.16266666666667	6	CRF1D68
Pseudomonas sagittaria	1.1547005383792515	81.4641	10	CRF1D68
Pseudomonas salegens	1.2909944487358054	70.81575000000001	4	CRF1D68
Pseudomonas salomonii	1.0540925533894598	78.2616	5	CRF1D68
Pseudomonas saponiphila	1.0883809088526044	82.11672727272727	11	CRF1D68
Pseudomonas saudimassiliensis	1.7880936529065323	76.76642857142858	7	CRF1D68
Pseudomonas saudiphocaensis	1.1761037176408067	76.94	7	CRF1D68
Pseudomonas savastanoi	2.1081851067789192	76.3005	2	CRF1D68
Pseudomonas segetis	1.1653431646335017	77.57916666666667	6	CRF1D68
Pseudomonas seleniipraecipitans	0.7867608881466227	85.14976470588235	17	CRF1D68
Pseudomonas shirazica	0.9625833496967512	86.10129411764706	17	CRF1D68
Pseudomonas sihuiensis	0.8782652573448144	82.03154545454545	22	CRF1D68
Pseudomonas silesiensis	2.249828525701843	74.049	3	CRF1D68
Pseudomonas simiae	2.1081851067789192	79.493	2	CRF1D68
Pseudomonas soli	1.2233554836823932	85.622	14	CRF1D68
Pseudomonas songnenensis	2.6977356760397746	81.18061666666667	60	CRF1D68
Pseudomonas straminea	0.5677742085162515	89.73610344827586	58	CRF1D68
Pseudomonas stutzeri	1.0908742249324435	79.49846153846154	13	CRF1D68
Pseudomonas synxantha	2.249828525701843	74.25733333333334	3	CRF1D68
Pseudomonas syringae	2.1081851067789192	73.85249999999999	2	CRF1D68
Pseudomonas taeanensis	1.1486707293408518	75.854125	8	CRF1D68
Pseudomonas taetrolens	1.7480147469502523	79.0585	4	CRF1D68
Pseudomonas taiwanensis	1.452740048637466	82.74276923076923	13	CRF1D68
Pseudomonas thermotolerans	0.9628196592573635	78.30053846153847	13	CRF1D68
Pseudomonas thivervalensis	1.2909944487358054	68.82625	4	CRF1D68
Pseudomonas tolaasii	1.1761037176408067	76.75728571428571	7	CRF1D68
Pseudomonas toyotomiensis	1.0540925533894598	88.24233333333333	15	CRF1D68
Pseudomonas tremae	1.7480147469502523	71.95575	4	CRF1D68
Pseudomonas trivialis	2.1081851067789192	71.813	2	CRF1D68
Pseudomonas umsongensis	3.162277660168379	68.108	1	CRF1D68
Pseudomonas vancouverensis	1.6101529717988265	77.47416666666666	6	CRF1D68
Pseudomonas veronii	1.6101529717988265	72.69366666666667	3	CRF1D68
Pseudomonas versuta	1.104921028901948	76.647	9	CRF1D68
Pseudomonas viridiflava	1.1653431646335017	76.56516666666667	6	CRF1D68
Pseudomonas vranovensis	1.1653431646335017	81.24933333333334	6	CRF1D68
Pseudomonas wadenswilerensis	0.9642122253007899	82.032	7	CRF1D68
Pseudomonas weihenstephanensis	1.2909944487358054	76.345375	8	CRF1D68
Pseudomonas xanthomarina	3.162277660168379	68.508	1	CRF1D68
Pseudomonas xinjiangensis	1.1761037176408067	80.22928571428571	7	CRF1D68
Pseudomonas yamanorum	2.249828525701843	72.92566666666667	3	CRF1D68
Pseudomonas yangmingensis	1.2909944487358054	80.29425	4	CRF1D68
Pseudomonas zhaodongensis	1.2909944487358054	83.46675	4	CRF1D68
Pseudomonas zsehuii	3.162277660168379	79.149	1	CRF1D68
Pseudopedobacter saltans	0.4121972058064724	77.7415737704918	61	CRF1D68
Rheinheimera aquimaris	0.5204707625132615	78.9486338028169	71	CRF1D68
Rheinheimera baltica	0.4942654675439712	77.76535135135136	37	CRF1D68
Rheinheimera nanhaiensis	0.4080786967926625	77.58269811320754	53	CRF1D68
Rheinheimera pacifica	0.3053235565344658	77.09219047619048	105	CRF1D68
Rheinheimera perlucida	0.3971779738801336	77.228	36	CRF1D68
Rheinheimera salexigens	0.6023386019368342	75.29671428571429	14	CRF1D68
Rheinheimera tuosuensis	0.4956198315684414	78.03449056603773	53	CRF1D68
Rhizobium acidisoli	0.9628196592573635	78.35892307692308	13	CRF1D68
Rhizobium aegyptiacum	1.3808408801709071	78.07844444444444	18	CRF1D68
Rhizobium aethiopicum	1.355261854357877	77.43585714285715	7	CRF1D68
Rhizobium alamii	0.6023945870843156	78.6790975609756	41	CRF1D68
Rhizobium album	0.40824829046386296	78.18466666666667	60	CRF1D68
Rhizobium altiplani	0.9460770203292446	77.31704166666667	24	CRF1D68
Rhizobium anhuiense	0.6666666666666666	79.78235	20	CRF1D68
Rhizobium arenae	0.649036765548356	79.59116279069768	43	CRF1D68
Rhizobium azibense	2.038307856189461	73.45519047619048	21	CRF1D68
Rhizobium bangladeshense	1.0364249465082056	78.69031578947369	19	CRF1D68
Rhizobium ecuadorense	0.5624571314254607	78.26529166666667	24	CRF1D68
Rhizobium endolithicum	0.4953679666108365	79.85888888888888	27	CRF1D68
Rhizobium esperanzae	0.6038073644245598	80.1959375	16	CRF1D68
Rhizobium etli	0.9642122253007899	82.81328571428571	14	CRF1D68
Rhizobium fabae	1.2909944487358058	76.8175	12	CRF1D68
Rhizobium flavelukesii	0.9642122253007899	75.11828571428572	14	CRF1D68
Rhizobium flavum	1.3333333333333333	76.6837	30	CRF1D68
Rhizobium freirei	0.6707861703387471	76.8850909090909	22	CRF1D68
Rhizobium gallicum	1.1761037176408067	77.31985714285715	7	CRF1D68
Rhizobium grahamii	1.330243333042072	78.892	9	CRF1D68
Rhizobium hainanense	0.5587602701389628	78.705	22	CRF1D68
Rhizobium halotolerans	1.620767147188227	75.8035	36	CRF1D68
Rhizobium hidalgonense	0.838419850555191	73.914	14	CRF1D68
Rhizobium ipomoeae	0.6829292190587324	81.68833333333333	18	CRF1D68
Rhizobium jaguaris	1.0017286097603766	75.86932352941176	34	CRF1D68
Rhizobium laguerrae	1.3964645998681124	80.48885714285714	14	CRF1D68
Rhizobium larrymoorei	0.24881140606389301	89.36423529411765	119	CRF1D68
Rhizobium leguminosarum	0.5191911982388868	77.8353076923077	13	CRF1D68
Rhizobium leucaenae	0.5270462766947299	77.91025	12	CRF1D68
Rhizobium loessense	1.2909944487358058	75.17925	12	CRF1D68
Rhizobium lusitanum	0.5624571314254607	77.38425	24	CRF1D68
Rhizobium marinum	0.7098990665684116	79.20244897959184	49	CRF1D68
Rhizobium mesoamericanum	1.222783260682902	74.73011111111111	9	CRF1D68
Rhizobium miluonense	0.4134491152973615	78.83015384615385	26	CRF1D68
Rhizobium mongolense	1.4191155304938667	79.41862499999999	8	CRF1D68
Rhizobium multihospitium	0.6953697539080959	76.36063888888889	36	CRF1D68
Rhizobium oryziradicis	0.5105203241514897	78.36855555555556	18	CRF1D68
Rhizobium phaseoli	0.6307180135528297	78.10822222222222	18	CRF1D68
Rhizobium pisi	1.0288411614225066	74.96484615384615	13	CRF1D68
Rhizobium radiobacter	0.3161669705215117	87.13755882352942	68	CRF1D68
Rhizobium rhizogenes	0.5753831415997415	76.177	35	CRF1D68
Rhizobium rhizosphaerae	0.3310468454598063	79.330734375	64	CRF1D68
Rhizobium rosettiformans	0.9931739816482957	83.25653571428572	28	CRF1D68
Rhizobium rubi	0.6208764195431095	77.92862857142858	35	CRF1D68
Rhizobium selenitireducens	0.5472262645161063	80.3501129032258	62	CRF1D68
Rhizobium smilacinae	0.22866742284278163	84.32402884615385	416	CRF1D68
Rhizobium sophorae	0.9642122253007899	82.09314285714285	7	CRF1D68
Rhizobium sophoriradicis	1.1761037176408067	78.358	7	CRF1D68
Rhizobium straminoryzae	0.40803582711850056	78.8178870967742	62	CRF1D68
Rhizobium subbaraonis	0.24129829535421363	79.514	83	CRF1D68
Rhizobium sullae	1.0772621905369621	76.64813333333333	30	CRF1D68
Rhizobium taibaishanense	0.9624323313555938	80.46665217391305	23	CRF1D68
Rhizobium tibeticum	1.2909944487358058	78.70641666666667	12	CRF1D68
Rhizobium tropici	0.5790558866992931	78.2275	26	CRF1D68
Rhizobium tubonense	1.0753895038701158	77.96585714285715	14	CRF1D68
Rhizobium tumorigenes	0.8232573003104723	76.61609523809524	21	CRF1D68
Rhizobium undicola	0.5665577237325317	77.71933333333334	30	CRF1D68
Rhizobium vallis	0.6707861703387471	75.7079090909091	11	CRF1D68
Rhizobium vignae	0.42443625260701384	79.92346428571429	84	CRF1D68
Rhizobium wuzhouense	0.7856742013183862	79.57953333333333	30	CRF1D68
Rhizobium yanglingense	2.9245731616474795	95.6343665158371	221	CRF1D68
Rhodobacter aestuarii	1.1256154641236866	81.40162068965518	58	CRF1D68
Rhodobacter azotoformans	0.4757493547653751	79.7715	36	CRF1D68
Rhodobacter blasticus	0.4746052498096736	79.12221495327103	107	CRF1D68
Rhodobacter capsulatus	0.4834579336097325	80.19135616438356	73	CRF1D68
Rhodobacter johrii	0.9623207346469609	77.16748648648648	37	CRF1D68
Rhodobacter lobularis	0.5734883511361751	78.94976	25	CRF1D68
Rhodobacter maris	0.4581228472908512	78.60765	60	CRF1D68
Rhodobacter megalophilus	0.339934634239519	77.03492	25	CRF1D68
Rhodobacter ovatus	0.49413570607875307	81.83875555555555	45	CRF1D68
Rhodobacter sphaeroides	0.5790558866992931	78.84326923076922	26	CRF1D68
Rhodobacter veldkampii	0.25970396242928717	79.8572463768116	69	CRF1D68
Rhodobacter vinaykumarii	0.5211573066470477	80.28796666666666	60	CRF1D68
Rhodobacter viridis	0.45737366797142476	79.72418055555555	72	CRF1D68
Saccharomyces arboricola	2.720104832477251	95.06813653136531	271	CRF1D68
Saccharomyces bayanus	2.6104414247657357	95.43047368421053	76	CRF1D68
Saccharomyces cerevisiae	0.29125240336786506	99.14632073467581	45190	CRF1D68
Saccharomyces eubayanus	2.7585236823747326	96.02921487603305	121	CRF1D68
Saccharomyces jurei	2.4895782310984718	96.40590967741936	620	CRF1D68
Saccharomyces kudriavzevii	2.5871952753012923	97.00814705882352	102	CRF1D68
Saccharomyces mikatae	1.728378600188993	96.01263043478261	184	CRF1D68
Saccharomyces paradoxus	2.4525048113289283	97.11559264214047	1495	CRF1D68
Saccharomyces pastorianus	0.6368546219139726	99.35851578515785	21951	CRF1D68
Saccharomyces uvarum	2.306867448923016	94.714	57	CRF1D68
Scheffersomyces lignosus	0.8790788929984273	79.36070588235295	17	CRF1D68
Scheffersomyces shehatae	0.9403552578265701	82.02478260869566	23	CRF1D68
Scheffersomyces stambukii	1.0800966885030265	83.52145161290322	31	CRF1D68
Scheffersomyces stipitis	1.529915017145586	85.63057142857143	21	CRF1D68
Schleiferilactobacillus harbinensis	1.555175853634187	89.04374043715848	366	CRF1D68
Schleiferilactobacillus perolens	1.5282396016815492	94.39204915824916	1485	CRF1D68
Schleiferilactobacillus shenzhenensis	1.6018009581535944	71.69517021276596	47	CRF1D68
Secundilactobacillus collinoides	1.0222819565055592	93.85953100210457	6177	CRF1D68
Secundilactobacillus kimchicus	1.2038331968678355	75.3384053030303	264	CRF1D68
Secundilactobacillus malefermentans	2.9177502602566916	95.38426717557252	917	CRF1D68
Secundilactobacillus mixtipabuli	2.6383761025114665	92.3672893289329	909	CRF1D68
Secundilactobacillus odoratitofui	1.7844908383298954	77.356140625	256	CRF1D68
Secundilactobacillus oryzae	1.3480415813757805	92.30016599007668	2217	CRF1D68
Secundilactobacillus paracollinoides	1.9717792594799217	92.65731338320865	2406	CRF1D68
Secundilactobacillus pentosiphilus	1.6923455675069976	86.47998820556023	1187	CRF1D68
Secundilactobacillus silagei	2.4314049838638527	91.52804994054696	1682	CRF1D68
Secundilactobacillus silagincola	1.817142589406431	86.63427793696275	349	CRF1D68
Secundilactobacillus similis	2.0845238841622598	92.74969155045119	3657	CRF1D68
Serratia ficaria	0.6534502622075099	81.27911363636363	44	CRF1D68
Serratia fonticola	0.5957669608202004	77.11983333333333	24	CRF1D68
Serratia grimesii	2.001081142318308	77.15206382978724	47	CRF1D68
Serratia liquefaciens	0.9642122253007899	81.40075	28	CRF1D68
Serratia marcescens subsp. marcescens	0.5727133527436223	85.40376923076923	39	CRF1D68
Serratia nematodiphiila	0.7149631664317734	85.85078787878788	33	CRF1D68
Serratia odorifera	0.5957669608202004	81.432	48	CRF1D68
Serratia oryzae	0.8055363982396381	84.2352	25	CRF1D68
Serratia plymuthica	0.6626369567002989	79.06405405405405	37	CRF1D68
Serratia proteamaculans subsp. proteamaculans	0.9104527237904753	83.40909523809523	21	CRF1D68
Serratia quinivorans	0.9637527921850314	81.3264375	32	CRF1D68
Serratia rubidaea	0.2625885587159018	81.70777551020409	49	CRF1D68
Serratia symbiotica	1.1130652588044563	82.45981967213115	61	CRF1D68
Serratia ureilytica	0.8807277341602667	83.83443396226416	53	CRF1D68
Serratia vespertilionis	0.35136418446315326	81.472	33	CRF1D68
Shewanella algae	3.162277660168379	76.488	2	CRF1D68
Shewanella algidipiscicola	2.249828525701843	78.61233333333332	3	CRF1D68
Shewanella amazonensis	1.4142135623730951	76.0408	5	CRF1D68
Shewanella arctica	2.1081851067789192	79.6285	2	CRF1D68
Shewanella atlantica	2.1081851067789192	79.1665	2	CRF1D68
Shewanella baltica	2.249828525701843	79.20833333333333	3	CRF1D68
Shewanella benthica	1.6101529717988265	74.51533333333333	3	CRF1D68
Shewanella bicestrii	1.6101529717988265	75.02083333333333	6	CRF1D68
Shewanella canadensis	3.162277660168379	86.697	2	CRF1D68
Shewanella carassii	1.0540925533894598	74.36880000000001	5	CRF1D68
Shewanella chilikensis	2.1081851067789192	82.363	2	CRF1D68
Shewanella colwelliana	3.162277660168379	80.87	1	CRF1D68
Shewanella corallii	2.1081851067789192	86.5415	2	CRF1D68
Shewanella decolorationis	1.2909944487358054	78.59175	4	CRF1D68
Shewanella denitrificans	2.1081851067789192	73.86250000000001	2	CRF1D68
Shewanella donghaensis	2.1081851067789192	71.435	2	CRF1D68
Shewanella fidelis	1.6101529717988265	80.84033333333333	3	CRF1D68
Shewanella fodinae	1.104921028901948	75.53277777777778	9	CRF1D68
Shewanella frigidimarina	1.9436506316151	78.6328	5	CRF1D68
Shewanella halifaxensis	3.162277660168379	85	1	CRF1D68
Shewanella hanedai	2.4327694808466287	77.18764285714286	14	CRF1D68
Shewanella japonica	1.7480147469502523	74.07424999999999	4	CRF1D68
Shewanella livingstonensis	1.2909944487358054	78.776	4	CRF1D68
Shewanella loihica	1.6101529717988265	72.74466666666666	3	CRF1D68
Shewanella mangrovi	1.5133570078162575	74.66271428571429	7	CRF1D68
Shewanella marina	0.8198497637473576	78.49388888888889	9	CRF1D68
Shewanella marisflavi	1.7480147469502523	75.2275	4	CRF1D68
Shewanella morhuae	1.7480147469502523	80.67275000000001	4	CRF1D68
Shewanella oneidensis	1.1653431646335017	77.74066666666667	6	CRF1D68
Shewanella pacifica	2.160246899469287	77.6486	5	CRF1D68
Shewanella piezotolerans	2.1081851067789192	73.03399999999999	2	CRF1D68
Shewanella psychrophila	1.7480147469502523	74.399	4	CRF1D68
Shewanella putrefaciens	1.7480147469502523	77.482	4	CRF1D68
Shewanella sediminis	1.2909944487358054	73.2405	4	CRF1D68
Shewanella vesiculosa	1.2909944487358054	77.01075	4	CRF1D68
Shewanella waksmanii	3.162277660168379	84.783	1	CRF1D68
Shewanella woodyii	1.405456737852613	77.121	6	CRF1D68
Shewanella xiamenensis	1.3853490243227224	75.81372727272728	11	CRF1D68
Sphingobacterium alimentarium	0.35226252836327754	79.11384	125	CRF1D68
Sphingobacterium alkalisoli	0.2621814242276011	77.70316374269005	171	CRF1D68
Sphingobacterium cellulitidis	0.30029153940872605	78.07490291262135	103	CRF1D68
Sphingobacterium daejeonense	0.24544857974726675	77.1412967032967	91	CRF1D68
Sphingobacterium deserti	0.4439645062600935	76.09882417582418	91	CRF1D68
Sphingobacterium detergens	0.38013868481546237	78.78498540145985	137	CRF1D68
Sphingobacterium faecium	0.3895559436439308	76.11354347826087	92	CRF1D68
Sphingobacterium gobiense	0.24063583751238599	82.35502215189874	316	CRF1D68
Sphingobacterium haloxyli	0.32944941554514034	81.35187686567164	268	CRF1D68
Sphingobacterium lactis	0.4852391819627836	77.00715789473685	76	CRF1D68
Sphingobacterium mizutaii	0.39196315719475416	77.44962222222222	90	CRF1D68
Sphingobacterium multivorum	0.3190436705117743	85.68863333333333	210	CRF1D68
Sphingobacterium nematocida	0.5416606595209356	77.12264285714286	98	CRF1D68
Sphingobacterium paludis	0.43975389441632123	78.18769791666666	96	CRF1D68
Sphingobacterium paucimobilis	0.4673580551963185	77.20206410256411	78	CRF1D68
Sphingobacterium psychroaquaticum	0.43024619275493625	77.93451724137931	87	CRF1D68
Sphingobacterium siyangense	0.41917130778060385	87.46023099415204	342	CRF1D68
Sphingobacterium spiritivorum	0.380058475033046	76.10375	100	CRF1D68
Sphingobacterium thalpophilum	0.37465967682627915	83.0319243697479	119	CRF1D68
Sphingobacterium wenxiniae	0.23606743581146677	87.68155709342561	289	CRF1D68
Sphingobacterium yanglingense	0.34212424387718693	76.13620588235294	102	CRF1D68
Sphingobium abikonense	1.6932043630611053	83.3338888888889	9	CRF1D68
Sphingobium amiense	0.9642122253007896	80.83495238095239	21	CRF1D68
Sphingobium baderi	0.8606629658238704	78.75316666666666	12	CRF1D68
Sphingobium barthaii	1.6101529717988265	76.9185	6	CRF1D68
Sphingobium chinhatense	1.405456737852613	85.65666666666667	6	CRF1D68
Sphingobium chlorophenolicum	0.8148845426702924	78.65169230769231	13	CRF1D68
Sphingobium chungbukense	0.8790788929984273	80.18547058823529	17	CRF1D68
Sphingobium cloacae	1.3686775503801472	80.38745454545455	22	CRF1D68
Sphingobium cupriresistens	1.2982923839160971	82.499	21	CRF1D68
Sphingobium czechense	1.0540925533894598	80.1634	15	CRF1D68
Sphingobium fanae	1.4716753649566026	81.63614814814815	27	CRF1D68
