Species	Covered_bases	Breadth	TotalBases	Average_coverage	Average_coverage_on_covered_area	Sample	Genus
Kazachstania unispora	2384	0.01934358391821169	3622	2.938861617104142e-4	1.5192953020134228	CRF1D68	Kazachstania
Ketogulonicigenium robustum	10591	0.39025954046579836	10591	0.003902595404657984	1	CRF1D68	Ketogulonicigenium
Ketogulonicigenium vulgare	669	0.02041438454292376	669	2.041438454292376e-4	1	CRF1D68	Ketogulonicigenium
Klebsiella aerogenes	30653	0.5805107615972426	31279	0.005923660363422879	1.0204221446514208	CRF1D68	Klebsiella
Klebsiella grimontii	5486	0.08893030107915931	6246	0.0010125021154583104	1.13853445133066	CRF1D68	Klebsiella
Klebsiella michiganensis	13769	0.2223313416789803	14121	0.0022801517000863394	1.0255646742682838	CRF1D68	Klebsiella
Klebsiella oxytoca	12459	0.21506627369328124	12459	0.0021506627369328123	1	CRF1D68	Klebsiella
Klebsiella pneumoniae subsp. ozaenae	7060	0.1433429775138318	7060	0.0014334297751383179	1	CRF1D68	Klebsiella
Klebsiella pneumoniae subsp. pneumoniae	7682	0.13851963942338902	7682	0.00138519639423389	1	CRF1D68	Klebsiella
Klebsiella pneumoniae subsp. rhinoscleromatis	7523	0.13803583610671052	8027	0.0014728348483697533	1.066994550046524	CRF1D68	Klebsiella
Klebsiella quasipneumoniae subsp. quasipneumoniae	1588	0.029053726707619982	1588	2.905372670761998e-4	1	CRF1D68	Klebsiella
Klebsiella quasipneumoniae subsp. similipneumoniae	6939	0.1258464575283168	6939	0.001258464575283168	1	CRF1D68	Klebsiella
Klebsiella quasivariicola	8379	0.14090153439568057	8520	0.0014327259494584061	1.016827783745077	CRF1D68	Klebsiella
Klebsiella variicola	122008	2.209808260989498	126282	0.022872189267447694	1.0350304898039473	CRF1D68	Klebsiella
Kluyveromyces aestuarii	387	0.00390510100034157	508	5.126075731714516e-5	1.3126614987080103	CRF1D68	Kluyveromyces
Kluyveromyces lactis	937	0.008771222004403023	1429	1.3376815628913467e-4	1.5250800426894344	CRF1D68	Kluyveromyces
Kluyveromyces marxianus	806	0.00734967788623264	1180	1.0760074324757462e-4	1.4640198511166254	CRF1D68	Kluyveromyces
Kluyveromyces nonfermentans	492	0.0051423672741418985	665	6.950557392895046e-5	1.3516260162601625	CRF1D68	Kluyveromyces
Kluyveromyces wickerhamii	686	0.006994472938934785	843	8.595248815629771e-5	1.228862973760933	CRF1D68	Kluyveromyces
Komagataeibacter cocois	467273	13.715303970183268	700759	0.20568538509269005	1.499677918475923	CRF1D68	Komagataeibacter
Komagataeibacter europaeus	142761	3.3770418588455593	192376	0.04550695250364409	1.3475388936754435	CRF1D68	Komagataeibacter
Komagataeibacter hansenii	1128863	30.419661732190956	1518808	0.4092757544196725	1.3454316422807728	CRF1D68	Komagataeibacter
Komagataeibacter intermedius	158509	4.081568015919529	410592	0.10572643665611613	2.590338718937095	CRF1D68	Komagataeibacter
Komagataeibacter kakiaceti	180475	5.760265704723306	464388	0.14821987921235888	2.573143094611442	CRF1D68	Komagataeibacter
Komagataeibacter maltaceti	854286	23.536234631148954	1239411	0.34146723814304525	1.4508150666170345	CRF1D68	Komagataeibacter
Komagataeibacter medellinensis	143085	4.072793081844966	323520	0.09208722212939746	2.2610336513261347	CRF1D68	Komagataeibacter
Komagataeibacter nataicola	183670	5.000582634444259	256047	0.06971112221928183	1.3940599989110904	CRF1D68	Komagataeibacter
Komagataeibacter oboediens	369411	9.779853941939471	468903	0.12413823229241264	1.2693260352290539	CRF1D68	Komagataeibacter
Komagataeibacter rhaeticus	73030	2.1075262611104697	90447	0.026101523721574513	1.2384910310831165	CRF1D68	Komagataeibacter
Komagataeibacter saccharivorans	1043613	31.143878689597937	1486100	0.44348736668297056	1.4239952932744226	CRF1D68	Komagataeibacter
Komagataeibacter sucrofermentans	97407	2.89563788934464	171881	0.051095417789116394	1.7645651749874238	CRF1D68	Komagataeibacter
Komagataeibacter swingsii	86894	2.327736913813139	249225	0.06676297930180215	2.8681496996340368	CRF1D68	Komagataeibacter
Komagataeibacter xylinus	100130	2.761461873182904	126090	0.03477406647254892	1.2592629581543993	CRF1D68	Komagataeibacter
Komagataella pastoris	210	0.002188061830459592	210	2.188061830459592e-5	1	CRF1D68	Komagataella
Kosakonia arachidis	8463	0.16479096782710947	8731	0.0017000944583463228	1.0316672574737091	CRF1D68	Kosakonia
Kosakonia cowanii	2683	0.05523617530969727	2683	5.523617530969727e-4	1	CRF1D68	Kosakonia
Kosakonia oryzae	420417	7.9273974787973325	450337	0.08491570032632254	1.0711674361407841	CRF1D68	Kosakonia
Kosakonia oryzendophytica	95603	1.974645602513422	98894	0.020426200246327242	1.0344236059537881	CRF1D68	Kosakonia
Kosakonia oryziphila	9258	0.19227813661758292	9300	0.0019315042887702756	1.0045366169799093	CRF1D68	Kosakonia
Kosakonia pseudosacchari	2402	0.04846116630411581	3041	6.135320846411997e-4	1.2660283097418819	CRF1D68	Kosakonia
Kosakonia radicincitans	111266	1.8173434732777858	117975	0.019269237346534143	1.0602969460571963	CRF1D68	Kosakonia
Kosakonia sacchari	1458	0.029742798234281453	1458	2.974279823428145e-4	1	CRF1D68	Kosakonia
Kozakia baliensis	38300	1.092536407420804	85793	0.024473100783773637	2.2400261096605742	CRF1D68	Kozakia
Lachancea dasiensis	1138	0.010633907006763556	1680	1.5698562189246727e-4	1.476274165202109	CRF1D68	Lachancea
Lachancea fermentati	3197	0.03114631392581215	4005	3.9018138027174744e-4	1.252736940882077	CRF1D68	Lachancea
Lachancea kluyveri	2645	0.022981760475838	4698	4.0819777208123603e-4	1.7761814744801512	CRF1D68	Lachancea
Lachancea lanzarotensis	613	0.0055264403206200866	757	6.824657948954985e-5	1.234910277324633	CRF1D68	Lachancea
Lachancea meyersii	712	0.006322246876814482	764	6.783984008267226e-5	1.0730337078651686	CRF1D68	Lachancea
Lachancea mirantina	2038	0.020143779935826542	2624	2.593585797429286e-4	1.2875368007850834	CRF1D68	Lachancea
Lachancea nothofagi	1774	0.01567996883097966	2028	1.7925015101029733e-4	1.1431792559188274	CRF1D68	Lachancea
Lachancea quebecensis	2003	0.019580873504428914	2566	2.5084633755548973e-4	1.2810783824263605	CRF1D68	Lachancea
Lachancea thermotolerans	1427	0.013730577775400076	1566	1.5068034195008073e-4	1.0974071478626488	CRF1D68	Lachancea
Lachancea waltii	4255	0.038993368103259936	11296	0.0010351799908212085	2.65475910693302	CRF1D68	Lachancea
Lachnoclostridium aerotolerans	400	0.008452419114047012	400	8.452419114047012e-5	1	CRF1D68	Lachnoclostridium
Lacticaseibacillus brantae	340	0.017618022615322915	721	3.736057148719947e-4	2.1205882352941177	CRF1D68	Lacticaseibacillus
Lacticaseibacillus camelliae	6327	0.2488871475573892	16867	0.006635023736131632	2.665876402718508	CRF1D68	Lacticaseibacillus
Lacticaseibacillus chiayiensis	2440	0.08495570291269235	11204	0.0039009987517778896	4.591803278688524	CRF1D68	Lacticaseibacillus
Lacticaseibacillus manihotivorans	26333	0.8424187748729958	160255	0.05126716316685222	6.085709945695515	CRF1D68	Lacticaseibacillus
Lacticaseibacillus nasuensis	689	0.03021615735557313	689	3.021615735557313e-4	1	CRF1D68	Lacticaseibacillus
Lacticaseibacillus pantheris	43661	1.7252266135596703	44883	0.017735128855591645	1.0279883649023156	CRF1D68	Lacticaseibacillus
Lacticaseibacillus paracasei subsp. paracasei	12697	0.4244022786762339	64771	0.021649964552365397	5.10128376781917	CRF1D68	Lacticaseibacillus
Lacticaseibacillus paracasei subsp. tolerans	16861	0.7074822510531881	95297	0.03998632114264614	5.651918628788328	CRF1D68	Lacticaseibacillus
Lacticaseibacillus porcinae	7200	0.25369344177788367	18854	0.006643244654555859	2.618611111111111	CRF1D68	Lacticaseibacillus
Lacticaseibacillus rhamnosus	7224	0.24495617135945588	10000	0.0033908661594609065	1.3842746400885935	CRF1D68	Lacticaseibacillus
Lacticaseibacillus saniviri	12982	0.5362803000228442	35030	0.014470727861500717	2.6983515637035898	CRF1D68	Lacticaseibacillus
Lacticaseibacillus sharpeae	2365	0.09675555904666523	5377	0.002199808207162448	2.2735729386892176	CRF1D68	Lacticaseibacillus
Lacticaseibacillus songhuajiangensis	10850	0.41636366776098044	28013	0.010749857534551469	2.5818433179723503	CRF1D68	Lacticaseibacillus
Lacticaseibacillus thailandensis	4170	0.20218426890022909	17734	0.008598407253421253	4.252757793764988	CRF1D68	Lacticaseibacillus
Lactiplantibacillus argentoratensis	1542720	48.417134553762814	9933316	3.11749829740358	6.438832711055798	CRF1D68	Lactiplantibacillus
Lactiplantibacillus fabifermentans	2741411	83.6025433808057	18318064	5.586308438290994	6.681983839708821	CRF1D68	Lactiplantibacillus
Lactiplantibacillus herbarum	40849	1.408646438675309	111841	0.03856751116254626	2.7379128008029574	CRF1D68	Lactiplantibacillus
Lactiplantibacillus modestisalitolerans	8300	0.30190227532469044	41683	0.015161677761878399	5.022048192771084	CRF1D68	Lactiplantibacillus
Lactiplantibacillus mudanjiangensis	188232	5.407956964347741	368137	0.10576676935824325	1.9557620383356709	CRF1D68	Lactiplantibacillus
Lactiplantibacillus paraplantarum	306587	9.028542417543326	1698139	0.5000773024421976	5.5388486791677405	CRF1D68	Lactiplantibacillus
Lactiplantibacillus pentosus	350807	9.617197662639935	774421	0.21230362652681617	2.2075414686708075	CRF1D68	Lactiplantibacillus
Lactiplantibacillus plajomi	50296	1.8209570813710325	293021	0.10608769384054823	5.825930491490377	CRF1D68	Lactiplantibacillus
Lactiplantibacillus plantarum subsp. plantarum	3109585	96.80362212161465	44025570	13.705477232391765	14.158021086415069	CRF1D68	Lactiplantibacillus
Lactiplantibacillus xiangfangensis	55510	1.8567838002554207	228047	0.076280665699306055	4.108214736083588	CRF1D68	Lactiplantibacillus
Lactobacillus acetotolerans	3247	0.20484822178873444	111931	0.07061554146299609	34.472128118263015	CRF1D68	Lactobacillus
Lactobacillus acidophilus	318	0.01627395098265494	562	2.876088192532099e-4	1.7672955974842768	CRF1D68	Lactobacillus
Lactobacillus alii	4637	0.18297846481186406	9913	0.003911722065300859	2.137804615052836	CRF1D68	Lactobacillus
Lactobacillus amylolyticus	3332	0.21625045593020795	9618	0.006242187530422389	2.8865546218487395	CRF1D68	Lactobacillus
Lactobacillus amylovorus	3189	0.14677123983267434	3338	0.0015362884871792629	1.0467231106930073	CRF1D68	Lactobacillus
Lactobacillus casei subsp. casei	16599	0.5675009547240292	49418	0.016895452846889616	2.977167299234894	CRF1D68	Lactobacillus
Lactobacillus crispatus	294	0.014292165899961644	294	1.4292165899961644e-4	1	CRF1D68	Lactobacillus
Lactobacillus delbrueckii subsp. bulgaricus	362	0.020585410403138535	362	0.00020585410403138537	1	CRF1D68	Lactobacillus
Lactobacillus delbrueckii subsp. delbrueckii	281	0.016070881164698507	281	1.6070881164698508e-4	1	CRF1D68	Lactobacillus
Lactobacillus delbrueckii subsp. indicus	5271	0.28284391480447224	20698	0.01110662748742737	3.92676911402011	CRF1D68	Lactobacillus
Lactobacillus delbrueckii subsp. jakobsenii	740	0.04230408634607029	2423	0.0013851729894125448	3.2743243243243243	CRF1D68	Lactobacillus
Lactobacillus delbrueckii subsp. lactis	4865	0.22460923072377265	61256	0.028280910662313294	12.591161356628982	CRF1D68	Lactobacillus
Lactobacillus delbrueckii subsp. sunkii	2094	0.10764611263361305	5179	0.0026623649347157687	2.4732569245463227	CRF1D68	Lactobacillus
Lactobacillus gallinarum	350	0.018067434893998358	350	1.806743489399836e-4	1	CRF1D68	Lactobacillus
Lactobacillus gasseri	3454	0.18233070799636816	4424	0.0023353533647247618	1.280833815865663	CRF1D68	Lactobacillus
Lactobacillus helveticus	18015	0.891574803695173	87890	0.043497368579943796	4.878712184290869	CRF1D68	Lactobacillus
Lactobacillus iners	316	0.024732927431555928	316	2.4732927431555927e-4	1	CRF1D68	Lactobacillus
Lactobacillus johnsonii	3320	0.18719000179860273	32757	0.018469225569026596	9.866566265060241	CRF1D68	Lactobacillus
Lactobacillus kefiranofaciens subsp. kefiranofaciens	16533	0.7324499749470477	41979	0.01859766376235536	2.5391036109598986	CRF1D68	Lactobacillus
Lactobacillus kefiranofaciens subsp. kefirgranum	8342	0.3999461113127409	43011	0.020621052737559695	5.155957803883961	CRF1D68	Lactobacillus
Lactobacillus paragasseri	281	0.01450223778302588	384	1.9818004657231095e-4	1.3665480427046264	CRF1D68	Lactobacillus
Lactobacillus timonensis	17478	1.0413954389048605	264209	0.15742421759790268	15.116660945188237	CRF1D68	Lactobacillus
Lactobacillus ultunensis	765	0.034024104187588895	7848	0.0034904728060679434	10.258823529411766	CRF1D68	Lactobacillus
Lactococcus chungangensis	2228	0.10058958681066449	3610	0.0016298402530812333	1.6202872531418313	CRF1D68	Lactococcus
Lactococcus fujiensis	6404	0.3084973088378891	32505	0.015658502535564625	5.075733916302311	CRF1D68	Lactococcus
Lactococcus garvieae	6225	0.30689939418799106	6225	0.0030689939418799103	1	CRF1D68	Lactococcus
Lactococcus lactis subsp. cremoris	2807	0.11974780864069813	3022	0.0012891979968371562	1.0765942287139294	CRF1D68	Lactococcus
Lactococcus lactis subsp. hordniae	103802	4.274714725943765	110152	0.04536216802105524	1.061174158494056	CRF1D68	Lactococcus
Lactococcus lactis subsp. lactis	240003	9.42066388943733	258584	0.1015001042147916	1.0774198655850136	CRF1D68	Lactococcus
Lactococcus lactis subsp. tructae	5565	0.2131024500080416	5732	0.0021949743817539884	1.030008984725966	CRF1D68	Lactococcus
Lactococcus petauri	840	0.03504123184947622	840	3.5041231849476217e-4	1	CRF1D68	Lactococcus
Lapidilactobacillus concavus	9226	0.48606296375127234	71168	0.03749417841345171	7.713852156947756	CRF1D68	Lapidilactobacillus
Lapidilactobacillus dextrinicus	394	0.02180062059837724	489	2.7057115412706777e-4	1.2411167512690355	CRF1D68	Lapidilactobacillus
Latilactobacillus curvatus	4330	0.23845844599990088	22898	0.012610211308327322	5.288221709006929	CRF1D68	Latilactobacillus
Latilactobacillus fuchuensis	3339	0.15843837368869587	11947	0.005668952532072027	3.5780173704702007	CRF1D68	Latilactobacillus
Latilactobacillus graminis	391	0.02131773013607363	1310	7.142257411318788e-4	3.350383631713555	CRF1D68	Latilactobacillus
Latilactobacillus sakei subsp. carnosus	8319	0.4190100302509225	20450	0.010300222525100811	2.458228152422166	CRF1D68	Latilactobacillus
Latilactobacillus sakei subsp. sakei	8614	0.4509350332128781	27813	0.014559851496110724	3.2288135593220337	CRF1D68	Latilactobacillus
Leadbetterella byssophila	896	0.022070851868373972	896	2.2070851868373972e-4	1	CRF1D68	Leadbetterella
Lentilactobacillus buchneri subsp. buchneri	6273	0.12819532938209158	27072	0.0055324469265614264	4.315638450502152	CRF1D68	Lentilactobacillus
Lentilactobacillus curieae	39197	1.7931235767135936	1945969	0.8902117237170637	49.645865755032276	CRF1D68	Lentilactobacillus
Lentilactobacillus diolivorans	17057	0.5229996268449635	38052	0.011667457232048161	2.230872955384886	CRF1D68	Lentilactobacillus
Lentilactobacillus farraginis	31268	1.0991738268108704	72998	0.02566121626248558	2.334591275425355	CRF1D68	Lentilactobacillus
Lentilactobacillus hilgardii	34412	1.26466397578278	52568	0.01931909097958537	1.5276066488434268	CRF1D68	Lentilactobacillus
Lentilactobacillus kefiri	17000	0.7625599226315674	87250	0.03913726661741427	5.132352941176471	CRF1D68	Lentilactobacillus
Lentilactobacillus kisonensis	13085	0.43526494279351274	33250	0.011060419830251663	2.5410775697363395	CRF1D68	Lentilactobacillus
Lentilactobacillus otakiensis	7317	0.3117421602193656	17650	0.007519815672914859	2.4121907885745526	CRF1D68	Lentilactobacillus
Lentilactobacillus parabuchneri	16841	0.6562882633476975	39685	0.015465114738408276	2.356451517130812	CRF1D68	Lentilactobacillus
Lentilactobacillus parafarraginis	44526	1.4448640576517826	194772	0.06320331092776199	4.374343080447379	CRF1D68	Lentilactobacillus
Lentilactobacillus parakefiri	31754	1.2735159692822526	159684	0.06404236443876904	5.028783775272407	CRF1D68	Lentilactobacillus
Lentilactobacillus raoultii	47177	1.5366950811555586	49853	0.01623860353156158	1.0567225554825446	CRF1D68	Lentilactobacillus
Lentilactobacillus rapi	1381	0.048373921657365516	1631	5.713096757651206e-4	1.1810282404055032	CRF1D68	Lentilactobacillus
Lentilactobacillus senioris	1483	0.09465218354226383	2658	0.0016964632761654569	1.7923128792987189	CRF1D68	Lentilactobacillus
Lentilactobacillus sunkii	16821	0.6245894645224941	34327	0.012746140270295258	2.040722905891445	CRF1D68	Lentilactobacillus
Leuconostoc carnosum	35331	1.992198336818031	83539	0.04710488150899819	2.3644674648325834	CRF1D68	Leuconostoc
Leuconostoc citreum	42292	2.229868597405692	117021	0.0616999558159963	2.7669772060909863	CRF1D68	Leuconostoc
Leuconostoc fallax	6213	0.3790793125686788	13693	0.008354632266220696	2.2039272493159503	CRF1D68	Leuconostoc
Leuconostoc garlicum	30933	1.8034726161692778	125930	0.07342039457996223	4.0710568001810366	CRF1D68	Leuconostoc
Leuconostoc gelidum subsp. gasicomitatum	9304	0.4761319905019242	24394	0.012483624007205436	2.621883061049011	CRF1D68	Leuconostoc
Leuconostoc gelidum subsp. gelidum	14621	0.7470056675561659	30894	0.01578414136753997	2.1129881677039872	CRF1D68	Leuconostoc
Leuconostoc inhae	23117	1.0059231848388748	48832	0.021248968707899784	2.1123848250205475	CRF1D68	Leuconostoc
Leuconostoc kimchii	47310	2.2509416986592834	139484	0.06636447936922248	2.948298456985838	CRF1D68	Leuconostoc
Leuconostoc lactis	30423	1.7680769787346073	92304	0.05364381469451375	3.0340203135785426	CRF1D68	Leuconostoc
Leuconostoc mesenteroides subsp. cremoris	37511	2.1619250821578793	78647	0.04532774970981065	2.0966383194263014	CRF1D68	Leuconostoc
Leuconostoc mesenteroides subsp. dextranicum	55521	3.0528974235043576	166494	0.0915489821200869	2.998757226995191	CRF1D68	Leuconostoc
Leuconostoc mesenteroides subsp. mesenteroides	69117	3.390754298968405	218880	0.10737854666119831	3.1668041147619252	CRF1D68	Leuconostoc
Leuconostoc pseudomesenteroides	1046226	52.08766162481386	6695856	3.3336151234673927	6.4000091758377256	CRF1D68	Leuconostoc
Leuconostoc suionicum	60900	2.9724238139467687	145883	0.07120297261904704	2.3954515599343185	CRF1D68	Leuconostoc
Levilactobacillus acidifarinae	28436	0.974396561856329	129367	0.044329286825737696	4.549409199606133	CRF1D68	Levilactobacillus
Levilactobacillus bambusae	581	0.029548272519496262	729	3.707519908212182e-4	1.2547332185886402	CRF1D68	Levilactobacillus
Levilactobacillus brevis	2272410	91.88705269248825	10883921	4.4010166406056985	4.789593867303876	CRF1D68	Levilactobacillus
Levilactobacillus cerevisiae	62410	1.8490876629321478	262700	0.07783293207054562	4.209261336324307	CRF1D68	Levilactobacillus
Levilactobacillus hammesii	21925	0.7787345962389872	126286	0.0448544023811342	5.759908779931585	CRF1D68	Levilactobacillus
Levilactobacillus koreensis	12370	0.4183135437548527	225319	0.07619562600266747	18.214955537590946	CRF1D68	Levilactobacillus
Levilactobacillus namurensis	24685	0.9967998223245202	36400	0.014698607872235177	1.4745797042738504	CRF1D68	Levilactobacillus
Levilactobacillus parabrevis	27360	1.039860166172391	67971	0.025833455904570025	2.4843201754385964	CRF1D68	Levilactobacillus
Levilactobacillus paucivorans	36625	1.5501969649577183	132614	0.05613046288352296	3.6208600682593857	CRF1D68	Levilactobacillus
Levilactobacillus senmaizukei	37046	1.6665144674022914	127582	0.05739276812074695	3.4438805808994224	CRF1D68	Levilactobacillus
Levilactobacillus spicheri	977001	35.53768609524891	1563344	0.5686547744668716	1.600145752153785	CRF1D68	Levilactobacillus
Levilactobacillus suantsaii	17001	0.6993792345950215	72676	0.02989711502466195	4.27480736427269	CRF1D68	Levilactobacillus
Levilactobacillus yonginensis	33088	1.2283517300239708	139977	0.05196475765037638	4.230446083172147	CRF1D68	Levilactobacillus
Levilactobacillus zymae	7954	0.29410231314390345	12682	0.004689219933732692	1.594417902941916	CRF1D68	Levilactobacillus
Ligilactobacillus acidipiscis	16230	0.7001450762718117	33383	0.014401073987173066	2.0568699938385704	CRF1D68	Ligilactobacillus
Ligilactobacillus agilis	5273	0.2562124099515174	18863	0.009165436542604728	3.5772804854921296	CRF1D68	Ligilactobacillus
Ligilactobacillus animalis	1107	0.05879556722850868	2270	0.0012056543596089856	2.050587172538392	CRF1D68	Ligilactobacillus
Ligilactobacillus apodemi	1390	0.06704320186756314	1894	9.135239160947094e-4	1.362589928057554	CRF1D68	Ligilactobacillus
Ligilactobacillus araffinosus	627	0.042501040495967486	1533	0.0010391402724133677	2.444976076555024	CRF1D68	Ligilactobacillus
Ligilactobacillus aviarius	301	0.017911058799447318	815	4.8496720669599874e-4	2.707641196013289	CRF1D68	Ligilactobacillus
Ligilactobacillus equi	1937	0.08636984038300588	5058	0.002255336358581537	2.611254517294786	CRF1D68	Ligilactobacillus
Ligilactobacillus hayakitensis	4304	0.2581389644093302	10876	0.006523046879451383	2.5269516728624537	CRF1D68	Ligilactobacillus
Ligilactobacillus murinus	2313	0.10594719679657451	13400	0.00613788342876826	5.793341980112408	CRF1D68	Ligilactobacillus
Ligilactobacillus pobuzihii	2729	0.1160458842619839	4794	0.002038563463363689	1.7566874312935141	CRF1D68	Ligilactobacillus
Ligilactobacillus ruminis	1260	0.06273388286887024	2864	0.0014259511153686063	2.273015873015873	CRF1D68	Ligilactobacillus
Ligilactobacillus saerimneri	2916	0.16946069540486056	68478	0.03979536865546653	23.483539094650205	CRF1D68	Ligilactobacillus
Ligilactobacillus salivarius	646	0.03202377889513997	3155	0.00156400963489422	4.88390092879257	CRF1D68	Ligilactobacillus
Limosilactobacillus antri	22728	0.9869312378848197	297286	0.12909223864212713	13.080165434706089	CRF1D68	Limosilactobacillus
Limosilactobacillus coleohominis	14638	0.852912008707417	38214	0.02226614257463126	2.610602541330783	CRF1D68	Limosilactobacillus
Limosilactobacillus equigenerosi	874	0.05485887022111137	21812	0.013690865872573012	24.956521739130434	CRF1D68	Limosilactobacillus
Limosilactobacillus fermentum	1823211	95.95579702250411	132139329	69.54507532158314	72.4761582724106	CRF1D68	Limosilactobacillus
Limosilactobacillus frumenti	8775	0.5061785509506928	253466	0.14620974654731428	28.885014245014244	CRF1D68	Limosilactobacillus
Limosilactobacillus gastricus	10833	0.5860551020551692	104720	0.05665253418925257	9.666758977199299	CRF1D68	Limosilactobacillus
Limosilactobacillus gorillae	42750	2.604133353557246	584694	0.35616868936252644	13.677052631578947	CRF1D68	Limosilactobacillus
Limosilactobacillus ingluviei	7217	0.3354293211797333	68220	0.03170706428000749	9.452681169460995	CRF1D68	Limosilactobacillus
Limosilactobacillus mucosae	6709	0.2976102020546593	63866	0.028330858793296873	9.519451483082426	CRF1D68	Limosilactobacillus
Limosilactobacillus oris	2399	0.11807415588544788	8040	0.003957133027590667	3.3513964151729887	CRF1D68	Limosilactobacillus
Limosilactobacillus panis	14420	0.7186600429003166	37535	0.018706591338601513	2.602981969486824	CRF1D68	Limosilactobacillus
Limosilactobacillus pontis	7001	0.41981810081031307	25349	0.015200641390430834	3.620768461648336	CRF1D68	Limosilactobacillus
Limosilactobacillus reuteri	5545	0.27730296486628947	23162	0.011583212393567171	4.177096483318305	CRF1D68	Limosilactobacillus
Limosilactobacillus secaliphilus	337	0.020472097503072332	1156	7.022476176128076e-4	3.43026706231454	CRF1D68	Limosilactobacillus
Limosilactobacillus vaginalis	8797	0.46859053166941167	23117	0.01231375164328952	2.62782766852336	CRF1D68	Limosilactobacillus
Liquorilactobacillus aquaticus	5766	0.23947907693815657	10404	0.004321089692099516	1.8043704474505724	CRF1D68	Liquorilactobacillus
Liquorilactobacillus cacaonum	1843714	96.07150412744268	64061139	33.38071945999856	34.74570296694607	CRF1D68	Liquorilactobacillus
Liquorilactobacillus capillatus	20964	0.9388611673155933	46163	0.020673844717987853	2.2020129746231634	CRF1D68	Liquorilactobacillus
Liquorilactobacillus ghanensis	493573	18.94474747719002	874545	0.3356754559596888	1.7718655599070452	CRF1D68	Liquorilactobacillus
Liquorilactobacillus hordei	1549018	67.4069596768333	3719960	1.6187752093225047	2.401495657248657	CRF1D68	Liquorilactobacillus
Liquorilactobacillus mali	469188	17.68539323301554	787989	0.2970215633880381	1.6794738995882248	CRF1D68	Liquorilactobacillus
Liquorilactobacillus nagelii	2325589	93.0786253147362	18763476	7.509833217331373	8.06826829676267	CRF1D68	Liquorilactobacillus
Liquorilactobacillus oeni	17551	0.8288027245514213	58263	0.027513265990849217	3.319639906558031	CRF1D68	Liquorilactobacillus
Liquorilactobacillus satsumensis	177374	6.719597886388054	293802	0.11130330816334881	1.6563983447404917	CRF1D68	Liquorilactobacillus
Liquorilactobacillus sucicola	8346	0.3400088485408463	32290	0.013154667768252967	3.8689192427510184	CRF1D68	Liquorilactobacillus
Liquorilactobacillus uvarum	40374	1.502900716757153	189794	0.07064980894541217	4.700896616634468	CRF1D68	Liquorilactobacillus
Liquorilactobacillus vini	58668	2.6719424185205125	179425	0.08171631356839212	3.0583111747460285	CRF1D68	Liquorilactobacillus
Loigolactobacillus backii	48868	1.9042275035167497	255044	0.0993823768942715	5.219039043955145	CRF1D68	Loigolactobacillus
Loigolactobacillus bifermentans	26629	0.8496830878955659	148065	0.04724485576223551	5.560291411618912	CRF1D68	Loigolactobacillus
Loigolactobacillus coryniformis subsp. coryniformis	16795	0.569031152888625	37077	0.01256205302509768	2.2076213158678177	CRF1D68	Loigolactobacillus
Loigolactobacillus coryniformis subsp. torquens	83749	2.6682924062836726	285929	0.0910986614092448	3.414118377532866	CRF1D68	Loigolactobacillus
Loigolactobacillus iwatensis	16410	0.6257884324095105	70001	0.026694586262704535	4.265752589884217	CRF1D68	Loigolactobacillus
Loigolactobacillus rennini	2524	0.11122225502681408	4595	0.0020248267109675543	1.8205229793977813	CRF1D68	Loigolactobacillus
Methylobacillus flagellatus	347	0.011677537096371987	347	1.1677537096371987e-4	1	CRF1D68	Methylobacillus
Methylobacillus glycogenes	366	0.011265008084028343	366	1.1265008084028343e-4	1	CRF1D68	Methylobacillus
Methylobacillus rhizosphaerae	849	0.03584076568371221	849	3.5840765683712206e-4	1	CRF1D68	Methylobacillus
Microbacterium arborescens	877	0.025479801809559836	877	2.5479801809559835e-4	1	CRF1D68	Microbacterium
Microbacterium barkeri	2642	0.07282504100887766	15412	0.004248219273386913	5.833459500378501	CRF1D68	Microbacterium
Microbacterium indicum	1515	0.05391537741298004	1732	6.163791001932769e-4	1.1432343234323432	CRF1D68	Microbacterium
Microbacterium laevaniformans	782	0.022824699593971362	1225	3.575480435116997e-4	1.5664961636828645	CRF1D68	Microbacterium
Moniliophthora perniciosa	877	0.0032891700681323267	992	3.720475151182746e-5	1.1311288483466362	CRF1D68	Moniliophthora
Moniliophthora roreri	86161	0.1650439923525141	87346	0.001673138955678636	1.0137533222687758	CRF1D68	Moniliophthora
Naumovozyma castellii	2895	0.025803199222356642	4381	3.904795018761466e-4	1.5132987910189983	CRF1D68	Naumovozyma
Naumovozyma dairenensis	1129	0.008345912572684841	1569	1.1598526861419412e-4	1.3897254207263066	CRF1D68	Naumovozyma
Oenococcus alcoholitolerans	18241	1.5856485807745433	66516	0.0578208437030862	3.646510607971054	CRF1D68	Oenococcus
Oenococcus kitaharae	7350	0.39897125127155125	21031	0.011416005966655774	2.8613605442176873	CRF1D68	Oenococcus
Oenococcus oeni	11855	0.6855799208069892	13581	0.007853952681973614	1.1455925769717419	CRF1D68	Oenococcus
Ogataea kodamae	682	0.00786369654156471	891	1.0273539030108733e-4	1.3064516129032258	CRF1D68	Ogataea
Ogataea naganishii	460	0.0038329723950994614	656	5.466151937359232e-5	1.4260869565217391	CRF1D68	Ogataea
